date,film_id,user_id,rate
2005-12-28,5946,747541,5
2005-12-28,5946,99906,1
2005-12-28,5946,1054291,3
2005-12-28,5946,1784648,2
2005-12-28,5946,214254,5
2005-12-28,5946,562841,4
2005-12-28,5946,2577337,3
2005-12-28,5946,1585246,5
2005-12-28,5947,2380973,5
2005-12-28,5947,2630337,2
2005-12-28,5947,1261395,4
2005-12-28,5947,770326,2
2005-12-28,5947,2058897,3
2005-12-28,5947,2564120,5
2005-12-28,5947,629062,4
2005-12-28,5947,111824,1
2005-12-28,5948,437806,4
2005-12-28,5948,48706,5
2005-12-28,5949,1224296,2
2005-12-28,5949,2608542,4
2005-12-28,5949,439614,4
2005-12-28,5949,984248,3
2005-12-28,5951,634598,1
2005-12-28,5952,486272,4
2005-12-28,5952,649154,5
2005-12-28,5952,2616948,5
2005-12-28,5952,2441514,4
2005-12-28,5955,2258713,4
2005-12-28,5955,1308466,5
2005-12-28,5955,1390814,5
2005-12-28,5955,2061849,3
2005-12-28,5955,578715,3
2005-12-28,5955,1669666,2
2005-12-28,5956,2280280,4
2005-12-28,5957,1728389,4
2005-12-28,5957,1764804,4
2005-12-28,5957,1906979,4
2005-12-28,5957,2616948,5
2005-12-28,5957,2457875,2
2005-12-28,5957,66906,1
2005-12-28,5957,970700,3
2005-12-28,5957,1574646,1
2005-12-28,5957,1594263,2
2005-12-28,5957,1213475,3
2005-12-28,5957,225674,4
2005-12-28,5957,461218,4
2005-12-28,5957,636506,5
2005-12-28,5957,1006164,3
2005-12-28,5958,1057513,4
2005-12-28,5958,986176,4
2005-12-28,5958,25483,4
2005-12-28,5958,2289012,3
2005-12-28,5962,256057,3
2005-12-28,5963,2625985,5
2005-12-28,5963,744485,4
2005-12-28,5963,182780,3
2005-12-28,5963,2109890,5
2005-12-28,5963,2630645,5
2005-12-28,5963,751800,4
2005-12-28,5963,1203347,2
2005-12-28,5963,798858,3
2005-12-28,5963,19656,3
2005-12-28,5963,904622,4
2005-12-28,5963,1070287,5
2005-12-28,5963,2430491,3
2005-12-28,5965,2035541,2
2005-12-28,5965,465695,3
2005-12-28,5966,1275790,2
2005-12-28,5967,1808356,3
2005-12-28,5967,2258283,3
2005-12-28,5968,1940787,4
2005-12-28,5968,1217983,5
2005-12-28,5970,2380973,5
2005-12-28,5970,332079,4
2005-12-28,5970,1767125,2
2005-12-28,5970,1351322,3
2005-12-28,5970,175798,4
2005-12-28,5970,1344505,2
2005-12-28,5970,1745399,3
2005-12-28,5971,2616948,4
2005-12-28,5971,1648864,3
2005-12-28,5972,1771231,4
2005-12-28,5972,1399571,4
2005-12-28,5972,239789,2
2005-12-28,5972,360436,3
2005-12-28,5972,404080,3
2005-12-28,5972,488966,3
2005-12-28,5972,2380363,3
2005-12-28,5972,501340,5
2005-12-28,5972,171034,3
2005-12-28,5977,540063,5
2005-12-28,5977,479636,5
2005-12-28,5977,2539772,5
2005-12-28,5977,26124,3
2005-12-28,5977,737801,4
2005-12-28,5977,352464,4
2005-12-28,5979,1037245,3
2005-12-28,5980,204666,4
2005-12-28,5980,1070287,5
2005-12-28,5982,164571,5
2005-12-28,5982,1681434,3
2005-12-28,5982,1417121,5
2005-12-28,5982,1666057,2
2005-12-28,5983,101035,4
2005-12-28,5983,137253,5
2005-12-28,5983,59218,1
2005-12-28,5983,1533353,2
2005-12-28,5983,1849822,3
2005-12-28,5984,1037245,3
2005-12-28,5989,1694879,3
2005-12-28,5991,1781225,3
2005-12-28,5991,1624890,5
2005-12-28,5991,1601783,3
2005-12-28,5991,335633,4
2005-12-28,5991,929387,5
2005-12-28,5991,486272,4
2005-12-28,5991,1790332,5
2005-12-28,5991,1840131,5
2005-12-28,5991,750651,4
2005-12-28,5991,2077744,4
2005-12-28,5991,2001627,3
2005-12-28,5991,532861,3
2005-12-28,5991,2600018,1
2005-12-28,5991,331451,2
2005-12-28,5991,961255,3
2005-12-28,5991,1947501,3
2005-12-28,5991,1628680,1
2005-12-28,5991,2611198,5
2005-12-28,5991,2531788,3
2005-12-28,5991,241607,2
2005-12-28,5991,2258713,3
2005-12-28,5991,1555276,4
2005-12-28,5991,2625985,3
2005-12-28,5991,789326,1
2005-12-28,5991,1529950,2
2005-12-28,5991,2636505,4
2005-12-28,5991,1484029,3
2005-12-28,5991,58188,3
2005-12-28,5991,879447,3
2005-12-28,5991,1062367,5
2005-12-28,5991,2247967,2
2005-12-28,5991,2615660,4
2005-12-28,5991,64178,5
2005-12-28,5991,2059404,2
2005-12-28,5991,2146943,5
2005-12-28,5991,966007,3
2005-12-28,5991,1195210,4
2005-12-28,5991,1290232,4
2005-12-28,5991,410493,3
2005-12-28,5991,1565127,1
2005-12-28,5991,2411610,4
2005-12-28,5991,405570,3
2005-12-28,5991,402225,2
2005-12-28,5991,2407814,3
2005-12-28,5991,876401,1
2005-12-28,5991,1591085,4
2005-12-28,5991,1201989,3
2005-12-28,5991,2323535,5
2005-12-28,5991,910118,4
2005-12-28,5991,1806542,3
2005-12-28,5991,866447,2
2005-12-28,5991,1574875,5
2005-12-28,5991,950764,2
2005-12-28,5991,1885705,3
2005-12-28,5991,473602,2
2005-12-28,5991,1329779,4
2005-12-28,5991,650084,1
2005-12-28,5991,56715,3
2005-12-28,5991,1777406,4
2005-12-28,5991,471694,5
2005-12-28,5991,1416367,4
2005-12-28,5991,1872540,3
2005-12-28,5991,1144892,1
2005-12-28,5991,281340,5
2005-12-28,5991,790502,2
2005-12-28,5991,1765626,1
2005-12-28,5991,844695,5
2005-12-28,5991,645049,4
2005-12-28,5991,466651,3
2005-12-28,5991,676290,3
2005-12-28,5991,2291451,3
2005-12-28,5991,501971,2
2005-12-28,5991,2056367,2
2005-12-28,5991,100082,4
2005-12-28,5991,1122261,1
2005-12-28,5991,2347016,5
2005-12-28,5991,360446,2
2005-12-28,5991,610950,3
2005-12-28,5991,80229,1
2005-12-28,5991,1192767,3
2005-12-28,5991,928643,3
2005-12-28,5991,2164729,3
2005-12-28,5991,6817,1
2005-12-28,5991,1419655,4
2005-12-28,5991,494299,4
2005-12-28,5991,756209,5
2005-12-28,5991,1049029,3
2005-12-28,5991,1521762,4
2005-12-28,5991,688424,2
2005-12-28,5991,56530,3
2005-12-28,5991,27017,5
2005-12-28,5991,1977516,5
2005-12-28,5991,1995123,4
2005-12-28,5991,1376874,3
2005-12-28,5991,96823,5
2005-12-28,5991,2267639,4
2005-12-28,5991,250269,3
2005-12-28,5991,306640,4
2005-12-28,5991,439614,1
2005-12-28,5991,879085,3
2005-12-28,5991,921113,1
2005-12-28,5991,2495229,5
2005-12-28,5991,1753636,1
2005-12-28,5991,975522,4
2005-12-28,5991,490596,2
2005-12-28,5991,820547,4
2005-12-28,5991,2096649,5
2005-12-28,5991,2394127,4
2005-12-28,5991,1010038,5
2005-12-28,5991,2012679,4
2005-12-28,5991,1689698,2
2005-12-28,5991,390395,3
2005-12-28,5991,2038549,2
2005-12-28,5991,810629,1
2005-12-28,5991,807954,3
2005-12-28,5991,2417472,4
2005-12-28,5991,797661,4
2005-12-28,5991,66906,3
2005-12-28,5991,2156914,3
2005-12-28,5991,2412334,4
2005-12-28,5991,555288,4
2005-12-28,5991,423261,5
2005-12-28,5991,1659178,5
2005-12-28,5991,872221,5
2005-12-28,5991,1758817,2
2005-12-28,5991,1087628,4
2005-12-28,5991,237107,5
2005-12-28,5991,771191,4
2005-12-28,5991,1351555,3
2005-12-28,5991,2258283,3
2005-12-28,5991,970700,3
2005-12-28,5991,687777,2
2005-12-28,5991,2444570,5
2005-12-28,5991,2562110,3
2005-12-28,5991,1156481,4
2005-12-28,5991,1720492,5
2005-12-28,5991,755386,5
2005-12-28,5991,60624,5
2005-12-28,5991,396801,4
2005-12-28,5991,1012586,4
2005-12-28,5991,1001190,2
2005-12-28,5991,1307043,4
2005-12-28,5991,1024486,4
2005-12-28,5991,3870,3
2005-12-28,5991,2508831,3
2005-12-28,5991,1039554,4
2005-12-28,5991,2064176,5
2005-12-28,5991,859249,3
2005-12-28,5991,74194,4
2005-12-28,5991,1332547,1
2005-12-28,5991,938447,2
2005-12-28,5991,2246759,3
2005-12-28,5991,2621560,4
2005-12-28,5991,2586930,4
2005-12-28,5991,2564120,4
2005-12-28,5991,746258,5
2005-12-28,5991,139358,5
2005-12-28,5991,1852843,4
2005-12-28,5991,1165740,4
2005-12-28,5991,2227024,4
2005-12-28,5991,2118659,2
2005-12-28,5991,46263,4
2005-12-28,5991,1198312,4
2005-12-28,5991,1793540,4
2005-12-28,5991,955883,5
2005-12-28,5991,2121765,3
2005-12-28,5991,1932061,5
2005-12-28,5991,1176355,5
2005-12-28,5991,686587,3
2005-12-28,5991,1452311,4
2005-12-28,5991,1130122,4
2005-12-28,5991,1094034,2
2005-12-28,5991,2350196,4
2005-12-28,5991,2235156,3
2005-12-28,5991,786055,4
2005-12-28,5991,899481,4
2005-12-28,5991,649901,5
2005-12-28,5991,2107187,5
2005-12-28,5991,1594270,5
2005-12-28,5991,1067018,4
2005-12-28,5991,1632480,5
2005-12-28,5991,1434851,5
2005-12-28,5991,555485,4
2005-12-28,5991,2595621,1
2005-12-28,5991,2353711,3
2005-12-28,5991,1278905,2
2005-12-28,5991,1054516,1
2005-12-28,5991,433762,3
2005-12-28,5991,532605,5
2005-12-28,5991,2520226,4
2005-12-28,5991,844637,2
2005-12-28,5991,2529073,2
2005-12-28,5991,602154,5
2005-12-28,5991,1788421,4
2005-12-28,5991,1598632,1
2005-12-28,5991,525945,3
2005-12-28,5991,1117543,3
2005-12-28,5991,1033014,4
2005-12-28,5991,1493736,4
2005-12-28,5991,1546929,4
2005-12-28,5991,1534243,4
2005-12-28,5991,2501828,2
2005-12-28,5991,2573963,4
2005-12-28,5991,2147766,2
2005-12-28,5991,636506,5
2005-12-28,5991,1666182,3
2005-12-28,5991,1742201,1
2005-12-28,5991,1067900,3
2005-12-28,5991,2382068,3
2005-12-28,5991,1461978,4
2005-12-28,5991,680324,2
2005-12-28,5991,1006164,4
2005-12-28,5991,2322068,4
2005-12-28,5991,16178,3
2005-12-28,5991,2327386,4
2005-12-28,5991,562769,4
2005-12-28,5991,94166,3
2005-12-28,5991,2210687,5
2005-12-28,5991,2029489,3
2005-12-28,5991,2032127,3
2005-12-28,5991,385287,5
2005-12-28,5991,143182,3
2005-12-28,5991,662815,1
2005-12-28,5991,48706,2
2005-12-28,5991,79633,2
2005-12-28,5992,651851,5
2005-12-28,5992,1856823,4
2005-12-28,5992,1070287,5
2005-12-28,5993,533352,3
2005-12-28,5994,674053,3
2005-12-28,5996,1037245,3
2005-12-28,5997,1998800,1
2005-12-28,5997,1805793,5
2005-12-28,5997,26049,3
