date,film_id,user_id,rate
2005-12-09,3896,95358,5
2005-12-09,3896,2569227,2
2005-12-09,3896,2532718,5
2005-12-09,3896,360421,4
2005-12-09,3900,726795,4
2005-12-09,3900,1156827,5
2005-12-09,3900,325964,3
2005-12-09,3900,1535062,3
2005-12-09,3900,2547237,4
2005-12-09,3900,841222,4
2005-12-09,3900,1608091,1
2005-12-09,3900,2104646,5
2005-12-09,3900,748962,4
2005-12-09,3900,628395,5
2005-12-09,3900,2223252,5
2005-12-09,3900,1851949,4
2005-12-09,3900,686150,2
2005-12-09,3903,2108199,5
2005-12-09,3903,1169627,2
2005-12-09,3903,348661,3
2005-12-09,3903,1439269,5
2005-12-09,3903,57289,4
2005-12-09,3903,2141375,4
2005-12-09,3903,2056584,3
2005-12-09,3903,1608091,1
2005-12-09,3903,872973,3
2005-12-09,3903,523292,4
2005-12-09,3905,1126406,3
2005-12-09,3905,1614636,4
2005-12-09,3905,2026928,3
2005-12-09,3905,776908,5
2005-12-09,3905,2230945,2
2005-12-09,3905,1169627,2
2005-12-09,3905,2364377,4
2005-12-09,3905,837588,1
2005-12-09,3905,868596,4
2005-12-09,3905,1319264,3
2005-12-09,3905,566854,3
2005-12-09,3905,1226226,3
2005-12-09,3905,1668662,3
2005-12-09,3905,1608091,2
2005-12-09,3905,1602909,3
2005-12-09,3905,756909,5
2005-12-09,3905,1447789,4
2005-12-09,3905,11462,3
2005-12-09,3905,2500191,3
2005-12-09,3905,1940801,4
2005-12-09,3905,264679,3
2005-12-09,3905,1580571,4
2005-12-09,3905,2640287,3
2005-12-09,3905,1992636,5
2005-12-09,3905,917200,5
2005-12-09,3905,142356,3
2005-12-09,3905,1396747,3
2005-12-09,3907,1687791,3
2005-12-09,3907,2228032,3
2005-12-09,3907,2251669,3
2005-12-09,3907,1106241,1
2005-12-09,3907,381011,3
2005-12-09,3907,2388498,4
2005-12-09,3907,2327693,4
2005-12-09,3907,1324830,3
2005-12-09,3909,1829580,5
2005-12-09,3909,2230528,5
2005-12-09,3911,1106241,1
2005-12-09,3912,1851060,2
2005-12-09,3914,1456686,4
2005-12-09,3915,34413,4
2005-12-09,3916,1146678,3
2005-12-09,3917,2555054,4
2005-12-09,3917,2557615,4
2005-12-09,3917,2025167,4
2005-12-09,3917,113439,3
2005-12-09,3917,1641461,3
2005-12-09,3917,1794739,4
2005-12-09,3917,1367562,3
2005-12-09,3917,669667,5
2005-12-09,3917,2524955,2
2005-12-09,3917,2057162,5
2005-12-09,3917,685924,4
2005-12-09,3917,1564924,3
2005-12-09,3917,1258664,3
2005-12-09,3917,689279,1
2005-12-09,3917,125456,5
2005-12-09,3917,2413648,2
2005-12-09,3917,1125596,2
2005-12-09,3917,1978669,2
2005-12-09,3917,1172928,1
2005-12-09,3917,423168,4
2005-12-09,3917,1089141,3
2005-12-09,3917,2213096,3
2005-12-09,3917,835878,2
2005-12-09,3917,724521,5
2005-12-09,3917,1472673,3
2005-12-09,3917,1109812,3
2005-12-09,3917,1795050,3
2005-12-09,3917,775018,5
2005-12-09,3917,2155755,3
2005-12-09,3917,1602909,5
2005-12-09,3917,1120411,4
2005-12-09,3917,482113,4
2005-12-09,3917,324675,5
2005-12-09,3917,531683,5
2005-12-09,3917,2520111,5
2005-12-09,3917,2408168,3
2005-12-09,3917,1609577,4
2005-12-09,3917,2120512,3
2005-12-09,3917,418418,4
2005-12-09,3917,775605,4
2005-12-09,3917,1774204,5
2005-12-09,3917,286886,3
2005-12-09,3917,852971,2
2005-12-09,3917,2349350,1
2005-12-09,3917,1994343,4
2005-12-09,3917,1102382,2
2005-12-09,3917,2513437,2
2005-12-09,3917,2105703,5
2005-12-09,3917,2388045,3
2005-12-09,3917,734046,5
2005-12-09,3917,1065987,2
2005-12-09,3917,2616365,3
2005-12-09,3917,485565,3
2005-12-09,3919,2336825,4
2005-12-09,3920,1488844,3
2005-12-09,3920,125456,5
2005-12-09,3920,646535,4
2005-12-09,3920,2243690,5
2005-12-09,3920,348661,4
2005-12-09,3920,1079964,3
2005-12-09,3920,1270812,4
2005-12-09,3920,2532407,3
2005-12-09,3920,1668662,4
2005-12-09,3920,526201,3
2005-12-09,3920,2635943,5
2005-12-09,3920,22226,3
2005-12-09,3920,156235,4
2005-12-09,3920,1114105,3
2005-12-09,3920,206241,3
2005-12-09,3920,2463896,1
2005-12-09,3920,96815,4
2005-12-09,3920,1293932,3
2005-12-09,3920,350688,5
2005-12-09,3921,2148420,4
2005-12-09,3921,222690,4
2005-12-09,3921,348661,4
2005-12-09,3921,2630797,5
2005-12-09,3921,49355,3
2005-12-09,3921,840176,4
2005-12-09,3921,1324830,3
2005-12-09,3923,348661,3
2005-12-09,3923,1444338,3
2005-12-09,3923,661592,4
2005-12-09,3923,1103433,3
2005-12-09,3923,649855,4
2005-12-09,3923,307516,4
2005-12-09,3923,1439407,3
2005-12-09,3925,1126406,4
2005-12-09,3925,487370,2
2005-12-09,3925,856504,5
2005-12-09,3925,1797705,4
2005-12-09,3925,2075852,4
2005-12-09,3925,2026928,4
2005-12-09,3925,827783,5
2005-12-09,3925,544109,4
2005-12-09,3925,1169627,5
2005-12-09,3925,183229,3
2005-12-09,3925,1213837,2
2005-12-09,3925,1592451,4
2005-12-09,3925,1267957,3
2005-12-09,3925,681212,2
2005-12-09,3925,237802,5
2005-12-09,3925,1602158,4
2005-12-09,3925,1722392,4
2005-12-09,3925,330927,5
2005-12-09,3925,849875,5
2005-12-09,3925,2647915,3
2005-12-09,3925,1780748,5
2005-12-09,3925,1397192,5
2005-12-09,3925,1716130,3
2005-12-09,3925,1903624,4
2005-12-09,3925,258480,5
2005-12-09,3925,500663,3
2005-12-09,3925,732919,3
2005-12-09,3925,2242228,1
2005-12-09,3925,1380035,5
2005-12-09,3925,879944,5
2005-12-09,3925,2427227,4
2005-12-09,3925,277442,5
2005-12-09,3925,731913,5
2005-12-09,3925,811660,4
2005-12-09,3925,1948024,5
2005-12-09,3925,972085,3
2005-12-09,3925,2320617,4
2005-12-09,3925,587590,3
2005-12-09,3925,1439407,3
2005-12-09,3926,711905,3
2005-12-09,3926,519877,3
2005-12-09,3926,1149736,4
2005-12-09,3926,2509084,3
2005-12-09,3927,2630797,5
2005-12-09,3928,322939,5
2005-12-09,3928,106118,5
2005-12-09,3928,59542,5
2005-12-09,3928,466327,4
2005-12-09,3928,1221349,4
2005-12-09,3928,2205036,4
2005-12-09,3928,1199352,5
2005-12-09,3928,192849,5
2005-12-09,3928,788498,5
2005-12-09,3928,949664,4
2005-12-09,3928,2485642,4
2005-12-09,3928,698147,5
2005-12-09,3928,629062,4
2005-12-09,3929,1050570,3
2005-12-09,3929,1606468,5
2005-12-09,3932,2178502,3
2005-12-09,3932,2630797,5
2005-12-09,3935,2647638,5
2005-12-09,3935,157179,2
2005-12-09,3935,1434064,4
2005-12-09,3935,2147527,3
2005-12-09,3936,2601742,3
2005-12-09,3936,1433093,2
2005-12-09,3936,246337,4
2005-12-09,3936,1737719,4
2005-12-09,3936,1646181,3
2005-12-09,3936,2501468,3
2005-12-09,3936,1260804,4
2005-12-09,3936,348661,4
2005-12-09,3936,2071830,3
2005-12-09,3936,1052890,3
2005-12-09,3936,89561,3
2005-12-09,3936,378364,2
2005-12-09,3936,153510,3
2005-12-09,3936,1058843,4
2005-12-09,3936,515529,5
2005-12-09,3936,847829,3
2005-12-09,3936,1010516,2
2005-12-09,3936,427485,2
2005-12-09,3936,126828,3
2005-12-09,3936,2547259,4
2005-12-09,3936,1608091,4
2005-12-09,3936,2461433,2
2005-12-09,3936,944372,5
2005-12-09,3936,910006,4
2005-12-09,3936,1054695,3
2005-12-09,3936,1372532,3
2005-12-09,3936,60539,4
2005-12-09,3936,1786910,4
2005-12-09,3936,811660,5
2005-12-09,3936,852755,2
2005-12-09,3936,819145,4
2005-12-09,3936,1211969,5
2005-12-09,3936,1301717,3
2005-12-09,3936,780752,4
2005-12-09,3936,485428,4
2005-12-09,3936,451914,2
2005-12-09,3938,2557615,3
2005-12-09,3938,2335923,4
2005-12-09,3938,1497256,5
2005-12-09,3938,2627263,3
2005-12-09,3938,787820,5
2005-12-09,3938,107834,4
2005-12-09,3938,1761985,5
2005-12-09,3938,2575768,4
2005-12-09,3938,1053004,4
2005-12-09,3938,2075852,5
2005-12-09,3938,650454,5
2005-12-09,3938,557942,5
2005-12-09,3938,1038829,4
2005-12-09,3938,2057162,5
2005-12-09,3938,685924,3
2005-12-09,3938,1033611,5
2005-12-09,3938,827783,5
2005-12-09,3938,2158497,5
2005-12-09,3938,2388634,4
2005-12-09,3938,2237750,3
2005-12-09,3938,270103,4
2005-12-09,3938,619041,4
2005-12-09,3938,1258664,3
2005-12-09,3938,1745643,2
2005-12-09,3938,149857,2
2005-12-09,3938,264223,5
2005-12-09,3938,2471204,4
2005-12-09,3938,2113430,5
2005-12-09,3938,1172928,4
2005-12-09,3938,2071830,3
2005-12-09,3938,1991430,5
2005-12-09,3938,1418138,5
2005-12-09,3938,1617143,4
2005-12-09,3938,2213096,3
2005-12-09,3938,849875,5
2005-12-09,3938,1515392,5
2005-12-09,3938,2375458,4
2005-12-09,3938,2141375,4
2005-12-09,3938,515529,5
2005-12-09,3938,2335260,3
2005-12-09,3938,177345,3
2005-12-09,3938,2493011,4
2005-12-09,3938,1367843,3
2005-12-09,3938,142812,4
2005-12-09,3938,944372,5
2005-12-09,3938,1520884,3
2005-12-09,3938,1425325,5
2005-12-09,3938,366223,4
2005-12-09,3938,309041,4
2005-12-09,3938,1915847,5
2005-12-09,3938,2125796,4
2005-12-09,3938,2472030,2
2005-12-09,3938,2408168,5
2005-12-09,3938,2125060,4
2005-12-09,3938,206241,5
2005-12-09,3938,320613,2
